PF_PJ	CD_PARTIC	CNPJ	DT_REG	LOGRADOURO	COMPL	DS_PARTIC	DT_CONST	BAIRRO	CEP	OFICIO_REG	REG_CART_TITULO	MUN	VL_PATRIM_LIQ	UF	DDD	DT_PATRIM_LIQ	TEL	CONTROLE_ACIONARIO	ADM	FAX	CNPJ_ADM	DT_CANC	SIT	DT_INI_SIT	OFICIO_CANC	DENOM_SOCIAL	MOTIVO_CANC	EMAIL_ADM	DENOM_COMERC	DIRETOR
PJ	67	13920018000153	29/05/2013 15:19:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	16/06/2011	VILA OLIMPIA	4552000			SÃO PAULO	182472520.22	SP	11	30/04/2019	31985151		INTRADER DTVM LTDA		15489568000195		EM FUNCIONAMENTO NORMAL	01/07/2013		CICA JUNDIAI - FUNDO DE INVESTIMENTO IMOBILIARIO		compliance@intrader.com.br	REAG CICA JUNDIAI - FUNDO DE INVESTIMENTO IMOBILIARIO	
PJ	67	18874965000179	09/12/2014 11:47:00	AV. DO CONTORNO 7.777	1º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	09/09/2013	LOURDES	30110051			BELO HORIZONTE	182503286.70	MG	31	30/04/2019	36145332		INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS	21017084	18945670000146		EM FUNCIONAMENTO NORMAL	09/12/2014		CIDADE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII		idtvm@interdtvm.com.br	CIDADE - FII - FII	
PJ	67	15862591000183	19/10/2012 12:09:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	20/06/2012	VILA OLIMPIA	4552000		1255382	SÃO PAULO	135854600.34	SP	11	30/04/2019	31985151		INTRADER DTVM LTDA		15489568000195		EM FUNCIONAMENTO NORMAL	19/10/2012		CIDADE NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII		compliance@intrader.com.br	CIDADE NOVA FII - FII	
PJ	67	26132504000159	22/09/2016 10:03:00	R DR EDUARDO DE SOUZA ARANHA	153, 4º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	09/08/2016	VILA NOVA CONCEIÇÃO	4543120			SÃO PAULO	-4950.10	SP	11	31/01/2018	35133100		FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.	135133100	13673855000125	31/12/2017	CANCELADA	31/12/2017		CIX CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO	Deliberação da Assembléia de Cotistas	compliance@framcapitaldtvm.com	CIX CAPITAL FII	
PJ	67	27538335000114	05/06/2017 16:40:00	R DR EDUARDO DE SOUZA ARANHA	153, 4º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	28/03/2017	VILA NOVA CONCEIÇÃO	4543120			SÃO PAULO	3609627.96	SP	11	31/08/2018	35133100		FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.	135133100	13673855000125	13/09/2018	CANCELADA	13/09/2018		CIX CAPITAL OPORTUNIDADES FUNDO DE INVESTIMENTO IMOBILIÁRIO	Deliberação da Assembléia de Cotistas	compliance@framcapitaldtvm.com		
PJ	67	97521194000102	13/01/2012 16:31:00	AV PRES JUSC KUBITSCHEK 1909	9º - 11º ANDS	FDOS DE INVESTIMENTO IMOBILIÁRIO	05/07/2011	VILA NOVA CONCEIÇÃO	4543011		3464318	SÃO PAULO	156160736.38	SP	11	30/04/2019	38413146		BANCO BNP PARIBAS BRASIL S/A		1522368000182		EM FUNCIONAMENTO NORMAL	13/01/2012		CLARITAS LOGÍSTICA I - FUNDO DE INVESTIMENTO IMOBILIÁRIO		administrador.fundos@br.bnpparibas.com	CLARITAS LOGÍSTICA I - FII	
PJ	67	31772231000147	05/11/2018 13:23:00	AV. BRIG. FARIA LIMA, 3900	10º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	25/10/2018	ITAIM BIBI	4538132			SÃO PAULO	51156710.54	SP	11	30/04/2019	21722600		PLANNER CORRETORA DE VALORES SA	30787264	806535000154		EM FUNCIONAMENTO NORMAL	13/11/2018		COLONIZADOR I FUNDO DE INVESTIMENTO IMOBILIARIO - FII		corporativo@plannercorretora.com.br		
PJ	67	17143998000186	22/01/2013 15:16:00	RUA LEOPOLDO COUTO MAGALHÃES J	13º ANDAR - PARTE	FDOS DE INVESTIMENTO IMOBILIÁRIO	05/12/2012	ITAIM BIBI	4542000		1693173	SÃO PAULO	117301722.37	SP	11	30/04/2019	37016371		CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.	37016911	61809182000130		EM FUNCIONAMENTO NORMAL	22/01/2013		CSHG GR LOUVEIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII		list.cs-bra-leg@credit-suisse.com	CSHG GR LOUVEIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	
PJ	67	32784898000122	20/02/2019 17:11:00	RUA LEOPOLDO COUTO MAGALHÃES J	13º ANDAR - PARTE	FDOS DE INVESTIMENTO IMOBILIÁRIO	12/02/2019	ITAIM BIBI	4542000			SÃO PAULO		SP	11		37016371		CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.	37016911	61809182000130		FASE PRÉ-OPERACIONAL	20/02/2019		CSHG IMOBILIÁRIO FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII		list.cs-bra-leg@credit-suisse.com		
PJ	67	11260134000168	26/10/2010 13:46:00	RUA LEOPOLDO COUTO MAGALHÃES J	13º ANDAR - PARTE	FDOS DE INVESTIMENTO IMOBILIÁRIO		ITAIM BIBI	4542000		1283973	SÃO PAULO	247451875.48	SP	11	30/04/2019	37016371		CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.	37016911	61809182000130		EM FUNCIONAMENTO NORMAL	26/10/2010		CSHG JHSF PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO FII		list.cs-bra-leg@credit-suisse.com	CSHG JHSF PRIME OFFICES - FII	
PJ	67	11728688000147	06/05/2010 14:00:00	RUA LEOPOLDO COUTO MAGALHÃES J	13º ANDAR - PARTE	FDOS DE INVESTIMENTO IMOBILIÁRIO		ITAIM BIBI	4542000		1606996	SÃO PAULO	952002405.18	SP	11	30/04/2019	37016371		CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.	37016911	61809182000130		EM FUNCIONAMENTO NORMAL	06/05/2010		CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII		list.cs-bra-leg@credit-suisse.com	CSHG LOGÍSTICA - FII	
PJ	67	9072017000129	06/05/2008 15:32:00	RUA LEOPOLDO COUTO MAGALHÃES J	13º ANDAR - PARTE	FDOS DE INVESTIMENTO IMOBILIÁRIO		ITAIM BIBI	4542000		1099767	SÃO PAULO	1121086730.80	SP	11	30/04/2019	37016371		CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.	37016911	61809182000130		EM FUNCIONAMENTO NORMAL	06/05/2008		CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII		list.cs-bra-leg@credit-suisse.com	CSHG REAL ESTATE FII	
PJ	67	11160521000122	23/12/2009 16:42:00	RUA LEOPOLDO COUTO MAGALHÃES J	13º ANDAR - PARTE	FDOS DE INVESTIMENTO IMOBILIÁRIO		ITAIM BIBI	4542000		3441704	SÃO PAULO	451939919.58	SP	11	30/04/2019	37016371		CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.	37016911	61809182000130		EM FUNCIONAMENTO NORMAL	23/12/2009		CSHG RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII		list.cs-bra-leg@credit-suisse.com	CSHG RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	
PJ	67	29641226000153	14/02/2018 14:09:00	RUA LEOPOLDO COUTO MAGALHÃES J	13º ANDAR - PARTE	FDOS DE INVESTIMENTO IMOBILIÁRIO	31/01/2018	ITAIM BIBI	4542000			SÃO PAULO	153874313.14	SP	11	30/04/2019	37016371		CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.	37016911	61809182000130		EM FUNCIONAMENTO NORMAL	27/04/2018		CSHG RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII		list.cs-bra-leg@credit-suisse.com		
PJ	67	19442626000186	26/02/2014 12:13:00	AV. DAS AMERICAS, 3434	BL 07, GR. 201	FDOS DE INVESTIMENTO IMOBILIÁRIO	11/12/2013	BARRA DA TIJUCA	22640102			RIO DE JANEIRO	64284464.54	RJ	21	30/04/2019	35140000		OLIVEIRA TRUST DTVM S.A.	35140099	36113876000191		EM FUNCIONAMENTO NORMAL	26/02/2014		CTBH FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII		juridico@oliveiratrust.com.br	CTBH FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	
PJ	67	10841506000187	28/12/2017 00:00:00	RUA IGUATEMI, 151	19º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	17/06/2009	ITAIM BIBI	1451011			SÃO PAULO	0.00	SP	11	30/04/2019	31330350		BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.	31330360	13486793000142		EM FUNCIONAMENTO NORMAL	28/12/2017		DAJ FUNDO DE INVESTIMENTO IMOBILIÁRIO		JURIDICO.FUNDOS@BRLTRUST.COM.BR	OAR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO	
PJ	67	28108193000118	28/07/2017 12:02:00	AV. BRIG. FARIA LIMA, 3900	10º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	26/06/2017	ITAIM BIBI	4538132			SÃO PAULO	8496996.69	SP	11	30/04/2019	21722600		PLANNER CORRETORA DE VALORES SA	30787264	806535000154		EM FUNCIONAMENTO NORMAL	15/12/2017		DEL MONTE AJAX  FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII		corporativo@plannercorretora.com.br		
PJ	67	16543264000121	05/06/2014 18:17:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	11/07/2012	VILA OLIMPIA	4552000			SÃO PAULO	0.00	SP	11	31/05/2018	31985151		INTRADER DTVM LTDA		15489568000195	25/05/2018	CANCELADA	25/05/2018		DERRY UNIVERSAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Deliberação da Assembléia de Cotistas	compliance@intrader.com.br	DERRY UNIVERSAL FII - FII	
PJ	67	26642727000166	06/01/2017 10:10:00	PRAIA DE BOTAFOGO, 501	SALAO 501 BL 01	FDOS DE INVESTIMENTO IMOBILIÁRIO	10/11/2016	BOTAFOGO	22250040			RIO DE JANEIRO	110864267.76	RJ	021	30/04/2019	32237700		BANCO MODAL S.A.	32237738	30723886000162		EM FUNCIONAMENTO NORMAL	13/02/2017		DIAMANTE FUNDO DE INVESTIMENTO IMOBILIARIO		compliance@modal.com.br	DIAMANTE FII	
PJ	67	10522648000181	01/04/2009 13:33:00	AVENIDA PRESIDENTE WILSON, 231	11º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		CENTRO	20030905		1011820	RIO DE JANEIRO	60125242.16	RJ	21	30/04/2019	32192500		BNY MELLON SERVICOS FINANCEIROS DTVM S.A.	32192501	2201501000161		EM FUNCIONAMENTO NORMAL	01/04/2009		DOVEL FII		bnymellon_cvm@bnymellon.com.br	DOVEL FII	
PJ	67	21085863000189	12/09/2018 17:02:00	PRAIA DE BOTAFOGO, 228/907		FDOS DE INVESTIMENTO IMOBILIÁRIO	04/08/2014	BOTAFOGO	22250040			RIO DE JANEIRO	181974270.92	RJ	21	30/04/2019	39233000		BRASIL PLURAL S.A. BANCO MULTIPLO	39233001	45246410000155		EM FUNCIONAMENTO NORMAL	29/10/2018		EBT FUNDO DE INVESTIMENTO IMOBILIÁRIO		ol-processos@brasilplural.com		
PJ	67	26452064000117	07/06/2017 16:23:00	RUA DA ASSEMBLEIA, 10	SALA 2601	FDOS DE INVESTIMENTO IMOBILIÁRIO	30/08/2016	CENTRO	20011901			RIO DE JANEIRO	1.00	RJ	21	28/02/2018	25311965		ORLA DTVM S.A.	25311965	92904564000177	28/02/2018	CANCELADA	28/02/2018		EQUIINFINITY FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	Deliberação da Assembléia de Cotistas	orla@orladtvm.com.br		
PJ	67	14365190000155	20/09/2012 12:00:00	AV. DAS AMERICAS, 3434	BL 07, GR. 201	FDOS DE INVESTIMENTO IMOBILIÁRIO	30/08/2011	BARRA DA TIJUCA	22640102		831163	RIO DE JANEIRO	80097553.45	RJ	21	30/04/2019	35140000		OLIVEIRA TRUST DTVM S.A.	35140099	36113876000191		EM FUNCIONAMENTO NORMAL	20/09/2012		ESTRUTURA II - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII		juridico@oliveiratrust.com.br	ESTRUTURA II - FII	
PJ	67	18259637000162	05/09/2013 14:54:00	RUA PASTEUR, 463	11º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	16/05/2013	AGUA VERDE	80250104		563549	CURITIBA	8251990.81	PR	041	30/04/2019	30740909		BANCO FINAXIS S.A.	30740909	11758741000152		EM FUNCIONAMENTO NORMAL	05/09/2013		ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII		vitor.lustri@finaxis.com.br	ETR PROPERTIES FII - FII	
PJ	67	31469385000164	25/02/2019 16:56:00	AV. DAS AMERICAS, 3434	BL 07, GR. 201	FDOS DE INVESTIMENTO IMOBILIÁRIO	23/08/2018	BARRA DA TIJUCA	22640102			RIO DE JANEIRO	6258925.59	RJ	21	30/04/2019	35140000		OLIVEIRA TRUST DTVM S.A.	35140099	36113876000191		EM FUNCIONAMENTO NORMAL	15/03/2019		EUROPA 105 - FUNDO DE INVESTIMENTO IMOBILIÁRIO		juridico@oliveiratrust.com.br		
PJ	67	24070076000151	08/06/2016 10:34:00	AV. BRIG. FARIA LIMA, 3400	10º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	18/01/2016	ITAIM BIBI	4538132		1397650	SÃO PAULO	72548595.13	SP	11	30/04/2019	50199986		INTRAG DTVM LTDA.		62418140000131		EM FUNCIONAMENTO NORMAL	09/06/2017		EVEN PERMUTA KINEA FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO		relacionamento.reguladores@itau-unibanco.com.br	EVEN PERMUTA KINEA FII - FII	
PJ	67	12358507000109	08/12/2010 13:39:00	PRAIA DE BOTAFOGO, 228/907		FDOS DE INVESTIMENTO IMOBILIÁRIO		BOTAFOGO	22250040			RIO DE JANEIRO	677706807.49	RJ	21	30/04/2019	39233000		BRASIL PLURAL S.A. BANCO MULTIPLO	39233001	45246410000155		EM FUNCIONAMENTO NORMAL	08/12/2010		ÊXITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII		ol-processos@brasilplural.com	ÊXITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII	
PJ	67	18312285000161	11/09/2017 15:40:00	PRAIA DE BOTAFOGO, 228/907		FDOS DE INVESTIMENTO IMOBILIÁRIO	29/05/2013	BOTAFOGO	22250040			RIO DE JANEIRO	285011546.76	RJ	21	30/04/2019	39233000		BRASIL PLURAL S.A. BANCO MULTIPLO	39233001	45246410000155		EM FUNCIONAMENTO NORMAL	21/09/2017		EZTB Fundo de Investimento Imobiliário - FII		ol-processos@brasilplural.com		
PJ	67	1785852000102	27/10/1997 09:34:00			FDOS DE INVESTIMENTO IMOBILIÁRIO							0.00			30/04/2011						19/03/2010	CANCELADA	19/03/2010		F ALPHAVILLE II	CANCELAMENTO A PEDIDO		ALPHAVILLE	
PJ	67	1758808000103	08/04/1997 09:34:00			FDOS DE INVESTIMENTO IMOBILIÁRIO							301639.42			31/05/2006						04/10/2006	CANCELADA	04/10/2006		F CAMPINAS II	CANCELAMENTO A PEDIDO		CAMPINAS	
PJ	67	2007147000139	16/07/1997 09:34:00			FDOS DE INVESTIMENTO IMOBILIÁRIO							0.00			31/07/2010						07/05/2010	CANCELADA	07/05/2010		F JK II	CANCELAMENTO A PEDIDO		FDO JK	
PJ	67	1503008000133	16/08/1996 09:34:00			FDOS DE INVESTIMENTO IMOBILIÁRIO							76430.66			28/02/2013						31/10/2012	CANCELADA	31/10/2012		F SIGMA II	CANCELAMENTO A PEDIDO		SIGMA	
PJ	67	27882272000119	26/06/2017 18:16:00	AV. BRIG. FARIA LIMA, 3900	10º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	08/05/2017	ITAIM BIBI	4538132			SÃO PAULO		SP	11		21722600		PLANNER CORRETORA DE VALORES SA	30787264	806535000154		FASE PRÉ-OPERACIONAL	26/06/2017		FARMINVEST FUNDO DE INVESTIMENTO IMOBILIARIO		corporativo@plannercorretora.com.br		
PJ	67	27580051000196	08/05/2017 12:21:00	R DR EDUARDO DE SOUZA ARANHA	153, 4º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	02/03/2017	VILA NOVA CONCEIÇÃO	4543120			SÃO PAULO		SP	11		35133100		FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.	135133100	13673855000125		FASE PRÉ-OPERACIONAL	08/05/2017		FARMLAND FUNDO DE INVESTIMENTO IMOBILIARIO		compliance@framcapitaldtvm.com		
PJ	67	17329029000114	08/05/2013 11:05:00	R DR RENATO P DE BARROS, 1017	12 ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	17/12/2012	ITAIM BIBI	4530001			SÃO PAULO	34251202.91	SP	11	30/04/2019	30499100		BANCO FATOR S/A		33644196000106		EM FUNCIONAMENTO NORMAL	08/05/2013		FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIÁRIO		roalencar@fator.com.br	FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIÁRIO	
PJ	67	11664201000100	31/01/2011 17:26:00	R DR RENATO P DE BARROS, 1017	12 ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		ITAIM BIBI	4530001		8730942	SÃO PAULO	225444758.60	SP	11	30/04/2019	30499100		BANCO FATOR S/A		33644196000106		EM FUNCIONAMENTO NORMAL	31/01/2011		FATOR VERITA FUNDO DE INVESTIMENTO IMOBILIARIO		roalencar@fator.com.br	FATOR VERITA FII	
PJ	67	22016625000184	04/05/2017 16:11:00	RUA DA ASSEMBLEIA, 10	SALA 2601	FDOS DE INVESTIMENTO IMOBILIÁRIO	22/04/2015	CENTRO	20011901			RIO DE JANEIRO	57666820.53	RJ	21	30/04/2019	25311965		ORLA DTVM S.A.	25311965	92904564000177		EM FUNCIONAMENTO NORMAL	15/08/2017		FDL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII		orla@orladtvm.com.br		
PJ	67	2073074000183	28/08/1997 09:34:00	AV PAULISTA 1374	8 ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		CERQUEIRA CESAR	1310916			SÃO PAULO	9923280.88	SP	11	28/02/1998	31746663		BANCO SUDAMERIS DE INVESTIMENTO SA	31746351	48103014000167	26/06/1998	CANCELADA	26/06/1998		FDO CURY CONSAJ INV IMOB	LIQUIDAÇÃO EXTRAJUDICIAL	PAULO.CESAR.WERNECK@BR.ABNAMRO.COM	CURY CONSAJ	
PJ	67	1257893000118	27/02/1996 09:34:00	PC ALFREDO E.S. ARANHA, 100	T.O.SETUBAL	FDOS DE INVESTIMENTO IMOBILIÁRIO		PRQ. JABAQUARA	4344902			SÃO PAULO	0.00	SP	11	30/09/2001	50199986		ITAU UNIBANCO S.A.		60701190000104	19/12/2001	CANCELADA	19/12/2001		FDO CYRELA INV IMOB	LIQUIDAÇÃO EXTRAJUDICIAL	relacionamento.reguladores@itau-unibanco.com.br	CYRELA	
PJ	67	1842552000100	19/05/1997 09:34:00	PC ALFREDO E.S. ARANHA, 100	T.O.SETUBAL	FDOS DE INVESTIMENTO IMOBILIÁRIO		PRQ. JABAQUARA	4344902			SÃO PAULO	0.00	SP	11	30/09/2001	50199986		ITAU UNIBANCO S.A.		60701190000104	19/12/2001	CANCELADA	19/12/2001		FDO CYRELA TECNISA INV IMOB	LIQUIDAÇÃO EXTRAJUDICIAL	relacionamento.reguladores@itau-unibanco.com.br	CYRELA TECNISA	
PJ	67	1216995000195	21/05/1996 00:00:00	AV PRES WILSON 231/29 ANDAR		FDOS DE INVESTIMENTO IMOBILIÁRIO		CENTRO	20030021			RIO DE JANEIRO	17418597.06	RJ	21	31/08/1997	22773232		BOREAL SA CORRETORA VALORES CAMBIO	22624742	35929132000187	31/07/1998	CANCELADA	31/07/1998		FDO INV IMOB BOREAL	LIQUIDAÇÃO EXTRAJUDICIAL		BOREAL	
PJ	67	407634000163	27/12/1994 09:34:00	AV. CHEDID JAFET, 222	BLOCO B - 3º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		VILA OLÍMPIA	4551065			SÃO PAULO	1942244.57	SP	11	31/12/1998	35096600		RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	35096699	72600026000181	28/04/2000	CANCELADA	28/04/2000		FDO INV IMOB BRASIL	LIQUIDAÇÃO EXTRAJUDICIAL	correspondencia@riobravo.com.br	BRASIL	
PJ	67	1701662000151	07/04/1997 09:34:00	RUA MIGUEL CALMON 398	7º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		COMÉRCIO	40015040			SALVADOR	120647.71	BA	21	31/08/2003	25148477		BANCO BOCOM BBM S.A.	25148295	15114366000169	31/10/2003	CANCELADA	31/10/2003		FDO INV IMOB CONCAL-BCO BBM EMP JARDIM BOTAN	CANCELAMENTO A PEDIDO	compliance@bocombbm.com.br	FDO CONCAL	
PJ	67	1583140000100	10/01/1997 09:34:00	AV. CHEDID JAFET, 222	BLOCO B - 3º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		VILA OLÍMPIA	4551065			SÃO PAULO	495786.76	SP	11	30/04/1998	35096600		RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	35096699	72600026000181	14/07/1998	CANCELADA	14/07/1998		FDO INV IMOB EDUARDO PRADO	LIQUIDAÇÃO EXTRAJUDICIAL	correspondencia@riobravo.com.br	EDUARDO PRADO	
PJ	67	1476194000169	02/10/1996 09:34:00	RUA MIGUEL CALMON 398	7º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		COMÉRCIO	40015040			SALVADOR	115319.32	BA	21	31/05/2005	25148477		BANCO BOCOM BBM S.A.	25148295	15114366000169	18/05/2005	CANCELADA	18/05/2005		FDO INV IMOB GAFISA BANCO BBM	LIQUIDAÇÃO EXTRAJUDICIAL	compliance@bocombbm.com.br	GAFISA-BANCO BBM	
PJ	67	1613343000194	27/12/1996 09:34:00	AV. CHEDID JAFET, 222	BLOCO B - 3º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		VILA OLÍMPIA	4551065			SÃO PAULO	2219817.00	SP	11	31/12/1998	35096600		RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	35096699	72600026000181	19/02/1999	CANCELADA	19/02/1999		FDO INV IMOB GIBRON	LIQUIDAÇÃO EXTRAJUDICIAL	correspondencia@riobravo.com.br	GIBRON	
PJ	67	1286382000124	01/07/1996 09:34:00	AV. CHEDID JAFET, 222	BLOCO B - 3º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		VILA OLÍMPIA	4551065			SÃO PAULO	1859011.00	SP	11	31/12/1997	35096600		RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	35096699	72600026000181	24/06/1998	CANCELADA	24/06/1998		FDO INV IMOB GOLDFARB TRUST	LIQUIDAÇÃO EXTRAJUDICIAL	correspondencia@riobravo.com.br	GOLDFARB TRUST	
PJ	67	286649000110	21/12/1994 09:34:00	AVENIDA PRESIDENTE WILSON	231/28º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		CENTRO	20030905			RIO DE JANEIRO	4959887.34	RJ	21	29/02/2000	38043700		OPPORTUNITY HDF PARTICIPAÇÕES S.A.	38043700	33857830000199	31/03/2000	CANCELADA	31/03/2000		FDO INV IMOB LOGICA AGENCO	INCORPORAÇÃO	gar@opportunity.com.br	LOGICA AGENCO	
PJ	67	1590126000126	15/07/1996 09:34:00	PRAIA DE BOTAFOGO, 501	5 ANDAR, CORCOVADO	FDOS DE INVESTIMENTO IMOBILIÁRIO		BOTAFOGO	22250040			RIO DE JANEIRO	4504900.00	RJ	21	30/04/2005	32629717		BTG PACTUAL ASSET MANAGEMENT S/A DTVM	33832000	29650082000100	12/05/2005	CANCELADA	12/05/2005		FDO INV IMOB LOGUS	LIQUIDAÇÃO EXTRAJUDICIAL	ol-reguladores@btgpactual.com	LOGUS	
PJ	67	818622000121	17/07/1995 09:34:00	AV. CHEDID JAFET, 222	BLOCO B - 3º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		VILA OLÍMPIA	4551065			SÃO PAULO	3175526.29	SP	11	30/11/1998	35096600		RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	35096699	72600026000181	02/03/1999	CANCELADA	02/03/1999		FDO INV IMOB METROPOLE	LIQUIDAÇÃO EXTRAJUDICIAL	correspondencia@riobravo.com.br	METROPOLE	
PJ	67	1532445000185	01/07/1997 00:00:00	PRAIA DE BOTAFOGO, 501	SALAO 501 BL 01	FDOS DE INVESTIMENTO IMOBILIÁRIO		BOTAFOGO	22250040			RIO DE JANEIRO	9180529.70	RJ	021	30/11/2003	32237700		BANCO MODAL S.A.	32237738	30723886000162	19/01/2004	CANCELADA	19/01/2004		FDO INV IMOB MODAL I	CANCELAMENTO A PEDIDO	compliance@modal.com.br	MODAL	
PJ	67	1165310000129	12/04/1996 09:34:00	AV. CHEDID JAFET, 222	BLOCO B - 3º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		VILA OLÍMPIA	4551065			SÃO PAULO	0.00	SP	11	31/12/1997	35096600		RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	35096699	72600026000181	24/06/1998	CANCELADA	24/06/1998		FDO INV IMOB OMEGA	LIQUIDAÇÃO EXTRAJUDICIAL	correspondencia@riobravo.com.br	OMEGA	
PJ	67	5487320000131	07/01/2003 00:00:00	AV. CHEDID JAFET, 222	BLOCO B - 3º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		VILA OLÍMPIA	4551065			SÃO PAULO	58339.71	SP	11	30/04/2003	35096600		RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	35096699	72600026000181	08/08/2003	CANCELADA	08/08/2003		FDO INV IMOB ORIGINADOR BB	CANCELAMENTO A PEDIDO	correspondencia@riobravo.com.br	FDO INV IMOB ORIGINADOR BB	
